Gene Name;"""Replicate 1, Medium channel SILAC, time 0""";"""Replicate 1, Medium channel SILAC, Mock-stimulus, time 0.5h""";"""Replicate 1, Medium channel SILAC, Mock-stimulus, time 1h""";"""Replicate 1, Medium channel SILAC, Mock-stimulus, time 2h""";"""Replicate 1, Medium channel SILAC, Mock-stimulus, time 3h""";"""Replicate 1, Medium channel SILAC, Mock-stimulus, time 4h""";"""Replicate 1, Medium channel SILAC, Mock-stimulus, time 5h""";"""Replicate 1, Medium channel SILAC, Mock-stimulus, time 6h""";"""Replicate 1, Medium channel SILAC, Mock-stimulus, time 9h""";"""Replicate 1, Medium channel SILAC, Mock-stimulus, time 12h""";"""Replicate 1, Medium channel SILAC, Mock-stimulus, time 24h""";"""Replicate 1, Medium channel SILAC, LPS-stimulus, time 0.5h""";"""Replicate 1, Medium channel SILAC, LPS-stimulus, time 1h""";"""Replicate 1, Medium channel SILAC, LPS-stimulus, time 2h""";"""Replicate 1, Medium channel SILAC, LPS-stimulus, time 3h""";"""Replicate 1, Medium channel SILAC, LPS-stimulus, time 4h""";"""Replicate 1, Medium channel SILAC, LPS-stimulus, time 5h""";"""Replicate 1, Medium channel SILAC, LPS-stimulus, time 6h""";"""Replicate 1, Medium channel SILAC, LPS-stimulus, time 9h""";"""Replicate 1, Medium channel SILAC, LPS-stimulus, time 12h""";"""Replicate 1, Medium channel SILAC, LPS-stimulus, time 24h""";"""Replicate 2, Medium channel SILAC, time 0""";"""Replicate 2, Medium channel SILAC, Mock-stimulus, time 0.5h""";"""Replicate 2, Medium channel SILAC, Mock-stimulus, time 1h""";"""Replicate 2, Medium channel SILAC, Mock-stimulus, time 2h""";"""Replicate 2, Medium channel SILAC, Mock-stimulus, time 3h""";"""Replicate 2, Medium channel SILAC, Mock-stimulus, time 4h""";"""Replicate 2, Medium channel SILAC, Mock-stimulus, time 5h""";"""Replicate 2, Medium channel SILAC, Mock-stimulus, time 6h""";"""Replicate 2, Medium channel SILAC, Mock-stimulus, time 9h""";"""Replicate 2, Medium channel SILAC, Mock-stimulus, time 12h""";"""Replicate 2, Medium channel SILAC, Mock-stimulus, time 24h""";"""Replicate 2, Medium channel SILAC, LPS-stimulus, time 0.5h""";"""Replicate 2, Medium channel SILAC, LPS-stimulus, time 1h""";"""Replicate 2, Medium channel SILAC, LPS-stimulus, time 2h""";"""Replicate 2, Medium channel SILAC, LPS-stimulus, time 3h""";"""Replicate 2, Medium channel SILAC, LPS-stimulus, time 4h""";"""Replicate 2, Medium channel SILAC, LPS-stimulus, time 5h""";"""Replicate 2, Medium channel SILAC, LPS-stimulus, time 6h""";"""Replicate 2, Medium channel SILAC, LPS-stimulus, time 9h""";"""Replicate 2, Medium channel SILAC, LPS-stimulus, time 12h""";"""Replicate 2, Medium channel SILAC, LPS-stimulus, time 24h""";"""Replicate 1, Heavy channel SILAC, time 0""";"""Replicate 1, Heavy channel SILAC, Mock-stimulus, time 0.5h""";"""Replicate 1, Heavy channel SILAC, Mock-stimulus, time 1h""";"""Replicate 1, Heavy channel SILAC, Mock-stimulus, time 2h""";"""Replicate 1, Heavy channel SILAC, Mock-stimulus, time 3h""";"""Replicate 1, Heavy channel SILAC, Mock-stimulus, time 4h""";"""Replicate 1, Heavy channel SILAC, Mock-stimulus, time 5h""";"""Replicate 1, Heavy channel SILAC, Mock-stimulus, time 6h""";"""Replicate 1, Heavy channel SILAC, Mock-stimulus, time 9h""";"""Replicate 1, Heavy channel SILAC, Mock-stimulus, time 12h""";"""Replicate 1, Heavy channel SILAC, Mock-stimulus, time 24h""";"""Replicate 1, Heavy channel SILAC, LPS-stimulus, time 0.5h""";"""Replicate 1, Heavy channel SILAC, LPS-stimulus, time 1h""";"""Replicate 1, Heavy channel SILAC, LPS-stimulus, time 2h""";"""Replicate 1, Heavy channel SILAC, LPS-stimulus, time 3h""";"""Replicate 1, Heavy channel SILAC, LPS-stimulus, time 4h""";"""Replicate 1, Heavy channel SILAC, LPS-stimulus, time 5h""";"""Replicate 1, Heavy channel SILAC, LPS-stimulus, time 6h""";"""Replicate 1, Heavy channel SILAC, LPS-stimulus, time 9h""";"""Replicate 1, Heavy channel SILAC, LPS-stimulus, time 12h""";"""Replicate 1, Heavy channel SILAC, LPS-stimulus, time 24h""";"""Replicate 2, Heavy channel SILAC, time 0""";"""Replicate 2, Heavy channel SILAC, Mock-stimulus, time 0.5h""";"""Replicate 2, Heavy channel SILAC, Mock-stimulus, time 1h""";"""Replicate 2, Heavy channel SILAC, Mock-stimulus, time 2h""";"""Replicate 2, Heavy channel SILAC, Mock-stimulus, time 3h""";"""Replicate 2, Heavy channel SILAC, Mock-stimulus, time 4h""";"""Replicate 2, Heavy channel SILAC, Mock-stimulus, time 5h""";"""Replicate 2, Heavy channel SILAC, Mock-stimulus, time 6h""";"""Replicate 2, Heavy channel SILAC, Mock-stimulus, time 9h""";"""Replicate 2, Heavy channel SILAC, Mock-stimulus, time 12h""";"""Replicate 2, Heavy channel SILAC, Mock-stimulus, time 24h""";"""Replicate 2, Heavy channel SILAC, LPS-stimulus, time 0.5h""";"""Replicate 2, Heavy channel SILAC, LPS-stimulus, time 1h""";"""Replicate 2, Heavy channel SILAC, LPS-stimulus, time 2h""";"""Replicate 2, Heavy channel SILAC, LPS-stimulus, time 3h""";"""Replicate 2, Heavy channel SILAC, LPS-stimulus, time 4h""";"""Replicate 2, Heavy channel SILAC, LPS-stimulus, time 5h""";"""Replicate 2, Heavy channel SILAC, LPS-stimulus, time 6h""";"""Replicate 2, Heavy channel SILAC, LPS-stimulus, time 9h""";"""Replicate 2, Heavy channel SILAC, LPS-stimulus, time 12h""";"""Replicate 2, Heavy channel SILAC, LPS-stimulus, time 24h""";"""Replicate 1, Unlabeled, Baseline, AspN Peptide Library Protocol""";"""Replicate 2, Unlabeled, Baseline, AspN Peptide Library Protocol""";"""Replicate 1, Unlabeled, Baseline, LysN Peptide Library Protocol""";"""Replicate 2, Unlabeled, Baseline, LysN Peptide Library Protocol"""
"""Pgm3""";31.13921472;27.67227071;27.35681643;37.85014089;36.94651415;36.2354907;27.1858322;27.1810227;26.97219386;29.4228471;28.97668106;31.66392833;33.36455634;31.68966036;34.18617243;30.90154327;27.14777122;30.79814009;28.61096045;25.99037256;25.95631343;30.58522479;29.97597705;28.72306306;29.24687414;30.87454071;29.87746205;28.76523712;26.87318164;32.12659738;28.71702286;23.53382465;29.54095669;25.87309009;30.52996904;28.59955476;27.87063523;31.70546069;27.5232137;29.03306958;27.75377071;37.70219306;7.497417869;5.081840527;2.9632916;11.02398904;8.502932886;9.854413572;7.778944392;8.620220273;10.01172145;6.838993121;19.98297921;8.796708204;7.183947642;8.008572665;6.20629283;10.47551606;7.608094757;13.808154;10.84153448;5.479184028;7.095533195;2.88111632;11.80465848;8.061004522;8.126047323;11.21038478;6.55150175;7.059679291;3.642547223;8.056491146;5.539091027;7.949710575;9.524109726;5.917078588;7.937740674;8.406136013;9.634396362;6.272087773;2.040989939;7.247482936;3.079686009;5.013774502;13.34565043;12.915552;1.954215125;3.271918779
"""mKIAA4192;Ogdh""";211.4862565;228.4878183;219.3060949;247.3440871;253.0165283;249.1667507;231.832669;277.0665498;246.5230363;257.6315914;274.9558132;232.2957855;201.2229981;213.263675;237.0029278;243.4239201;243.146152;243.5856911;227.0996542;204.4260987;198.396719;192.7515014;197.2906638;203.8583549;200.2924766;224.8555308;216.0085294;234.4530042;223.0588958;240.4192856;236.8442323;250.7519076;211.1803741;182.6150614;201.9537144;208.212247;216.2705711;215.8046872;199.6605847;180.7768619;169.6307022;162.3365777;31.80721002;32.14783024;27.52791113;32.98318197;31.14180477;36.24986186;32.26038584;42.20713534;35.86518378;42.0369356;65.83326333;31.37596484;33.96936869;26.53988706;42.80284339;43.684218;34.4263522;39.93851351;39.28755941;39.86566893;54.28102115;23.74807866;21.64695781;35.7045768;23.25235607;27.85822909;31.64595281;22.95166045;34.12238037;28.25274847;44.17395855;60.61813389;32.83208557;39.38556482;34.00302361;24.89869896;28.47041898;30.29585219;30.05091902;29.72979903;24.988059;44.49697817;0.0;0.0;0.0;0.0
"""Pdcd5""";205.0139603;207.0534388;204.2289055;191.4533151;192.9099977;197.9511076;201.4830718;189.2669001;186.0219427;182.885601;134.1953282;189.5444666;190.6671096;200.6251855;214.2851236;218.2544917;197.3453975;205.9666523;216.2688811;186.0366488;147.1808322;189.6880173;182.3561586;192.5000529;177.0293367;184.259426;167.2846499;183.5167048;191.8798892;174.059765;171.5776992;132.4926975;171.2892283;196.0671611;196.3732109;184.5338163;210.7541755;175.2701501;201.9696726;189.8651354;168.0385582;153.474376;30.41420624;16.91469746;18.93599314;31.32733885;29.46790772;44.03636338;20.13529442;36.01830467;46.00461792;40.09039016;43.4683765;15.86342982;35.76898248;26.13595613;36.21152565;26.69100325;25.38260838;31.39902794;29.93695281;42.67814586;77.77865232;17.23620525;39.2604012;26.8221476;28.93844601;16.03573366;27.81500173;42.56442541;14.88228297;29.28847147;25.62911494;42.15327263;36.43420785;27.00798087;27.23413952;31.49266348;28.44542471;39.00845389;17.99133274;31.83040297;30.71652701;68.45229179;165.9132921;100.7862902;106.2549103;79.11149298
"""Prdx3""";323.6126528;354.3020203;340.3118805;387.5289653;404.8241678;432.9848282;377.7299706;429.7355229;381.1591608;391.6977462;442.3535695;389.3442279;341.6735593;375.2974832;387.7650673;378.7618647;387.7152206;377.7771882;328.8189626;305.7467929;243.6532248;310.3690872;320.7809834;323.0358882;331.1065856;362.3615518;353.6742789;361.4718683;396.4922111;424.6962418;387.8984399;498.2608006;381.4968362;374.3451403;393.028513;344.3903415;339.3984296;351.7113588;373.2051921;308.1616215;360.6371641;250.6522092;36.1799944;42.17829495;26.41684558;34.7202936;27.57805418;33.91887319;39.31451915;42.78879346;35.1246884;38.16333842;54.25305117;34.59513389;43.62605439;29.73760621;37.53442246;38.7761439;42.12604728;37.06287941;32.49900472;32.096333;45.2496042;43.32874113;25.72588887;30.39697069;25.15613114;25.71065469;27.24754167;26.03135204;35.79320142;29.0743547;28.18799957;63.5177919;26.47399516;32.45319123;29.5183339;25.82705285;29.46330736;24.408039;31.93344687;31.19020272;17.74452093;43.97490834;34.3233123;26.78940122;30.13838571;141.9219598
"""Mbd2""";12.5320767;15.19408542;14.95382524;17.10424256;14.36739109;15.56378154;19.07999563;16.56894651;13.77782563;13.82871103;14.23693855;15.43132805;17.75012344;17.75724743;15.47002794;14.18244393;17.0355934;14.67918359;12.55360634;13.3357446;12.11750827;17.44229782;19.38467893;21.33635835;21.62432407;19.86848286;19.40914696;18.42338504;19.80888645;17.78562413;23.22864982;15.01444437;24.46986323;23.85967412;15.90128374;20.40820863;21.48292518;21.21285322;18.81337405;22.35607206;17.1319162;16.68072267;7.796988651;5.290062328;4.785082916;2.127023622;3.324627638;1.415096227;2.996980781;7.489706382;4.124554975;1.8428941;4.482196472;5.939729065;3.524813508;1.276017872;1.244376303;5.188981635;9.305213816;4.123746875;11.41554876;6.526196954;6.320263155;2.988111331;1.847968509;2.430155831;0.882364401;8.806332176;3.857318444;3.093293696;4.880209366;5.354610424;3.771975813;6.684113712;3.463769361;0.593833833;4.289418297;2.50093497;6.155119326;2.726190995;5.607104886;4.790530506;6.316173479;8.571027947;24.33383031;4.268178263;34.68592774;20.57274905
"""Pdlim7""";12.07087069;9.264846627;10.45923559;9.811728247;10.8218206;10.04199674;10.47432697;10.23834131;0.0;0.0;0.0;9.621963352;9.080664599;9.216160482;9.907590309;7.041779213;9.062219428;9.937499997;7.066329831;9.252391603;0.0;4.464307891;4.122521182;0.0;5.811724949;9.967849649;4.748949281;9.680966087;0.0;5.565638591;3.569284758;0.0;0.0;5.533655993;6.811011272;5.296342605;6.392778516;6.535909647;0.0;0.0;0.0;3.798574243;3.063866333;1.22053464;3.343098294;2.602798784;3.48247254;3.125621323;0.863884939;1.124174924;0.0;0.0;0.0;1.164813136;2.143924636;3.137040573;2.541467379;1.659019964;0.589141237;1.641067659;3.01991379;3.819595317;0.0;0.0;3.844795296;0.0;0.858785117;2.950310457;1.635343011;2.780215644;0.0;0.687328868;0.786822284;0.0;0.0;11.24416885;5.339736482;11.98051058;20.26144325;5.270811685;0.0;0.0;0.0;2.866097224;0.0;0.0;0.0;0.0
"""Arl8b""";285.0917607;312.2980811;274.3584265;312.7197785;308.5979606;349.2286728;321.1332142;342.3635812;339.4368275;345.4682563;389.5757959;359.2469297;314.7765641;307.7919528;323.050186;321.0428627;318.5596194;284.6951419;278.6967474;265.6378413;257.5519861;372.5583991;391.6943124;400.2888398;379.3589416;411.5823234;422.362375;420.8078011;411.0975892;467.9480083;406.5138459;443.5037907;450.6925204;446.1095574;429.5181943;400.8749009;429.1933904;392.0061714;393.7839917;367.5839061;369.1776238;339.3187665;25.66271425;12.19086073;15.55008501;26.13554341;24.93590942;31.97938236;29.42759525;30.56144767;29.31043277;51.26946772;92.07651201;15.61227158;24.20228047;25.70626762;39.19158816;37.40939752;29.73781915;27.42516532;33.26962199;42.38126242;69.00320218;20.24346302;18.67543178;30.5547224;13.95542511;35.8461158;30.34677456;31.5484682;39.30649254;48.66690553;53.62641556;113.6258507;21.44500118;26.65513657;23.40801649;39.78502651;36.04359606;31.63983118;27.87609701;39.57236658;61.94808374;92.40624399;664.6543692;883.309025;193.9174776;264.4911032
"""Clns1a""";77.14512114;78.84664348;75.10292262;77.86154063;69.29737882;67.15016837;66.81209297;66.58865605;60.76882822;53.69371877;34.32282731;66.02810427;63.01820947;62.64835265;64.35114356;67.67265594;65.93735863;71.20627509;62.60091051;61.92246582;47.94787057;88.1411151;81.52592657;78.95546709;77.26694598;79.99481337;77.95018795;72.21299478;70.97494706;73.36236221;59.8330373;39.52505614;70.50833728;68.75628135;79.94244369;76.5586612;78.79446003;80.15755434;72.14649554;79.83731527;68.51968075;52.84248086;15.63046486;3.652005386;11.5209233;6.295461109;4.032235061;3.577052513;17.94694549;8.22470897;9.20548009;10.36626404;18.13077721;3.832057558;7.780948042;5.538307437;10.66981844;4.248495464;22.88828236;5.413588844;10.87564302;8.341848956;25.40788222;15.33508661;10.84496319;4.135686568;3.823097851;4.788288116;5.04826264;5.826393787;24.45921723;11.68343294;13.89324072;18.64240518;12.13064978;4.050306068;3.885074002;6.634051835;5.051448076;5.853930484;15.35522941;8.071931236;25.34626819;36.66522274;41.2280228;26.52650917;58.89635588;61.70179333
"""Gstp1""";509.4804336;503.5674312;501.8915623;489.1283796;480.7536718;487.5896379;475.7973026;502.7212524;500.6549069;522.0300975;455.9298553;492.2802355;499.0304819;525.5248335;513.0863139;544.6392256;473.19486;485.6027455;491.0729145;495.7088144;444.7731126;488.645005;444.0092179;473.4387146;444.4847991;452.1424327;480.2239958;490.0372213;425.9239781;452.0566469;453.4753719;381.4018834;406.5397819;426.477795;458.1348059;478.9298927;470.6756507;459.1909933;445.576339;454.6049551;407.9367563;428.4855065;43.99706703;38.32674;49.53209703;33.87892517;35.05077767;32.9964681;45.4451323;47.3242293;52.74137335;55.27156958;87.37076418;38.12840669;37.0538726;24.7146206;34.61176033;38.4379093;31.50738994;39.17635306;48.3958122;49.91063199;78.56375601;25.80519203;20.13935913;25.75330673;28.45370574;30.58344814;47.62367649;40.86041336;40.28853741;44.0029335;70.29062478;80.58302705;24.34098051;25.43404274;33.39156105;34.35725107;36.38273958;41.8008709;48.88725933;39.23673719;48.76229645;77.33592523;0.0;0.0;0.0;0.0
"""D10Jhu81e""";221.3144576;247.3881172;233.1329827;270.5436467;276.9041468;273.4434492;249.7219109;269.5154587;262.9471541;264.1326365;295.6824955;274.7453397;236.4959901;248.5701181;271.8239403;256.6742194;262.5388645;241.9419277;225.9732832;216.1467451;202.8073385;221.5713452;251.4759507;264.2016089;252.4601304;296.760953;276.8321749;284.4669532;281.3667115;297.3264894;315.4707781;303.6591483;284.8250879;263.5537347;261.9169818;260.0915977;278.2718128;245.3661666;254.1597696;222.2521423;218.8015686;199.8200384;37.66927982;28.4243302;40.49930227;42.04226226;31.5934224;37.70033982;48.17033408;39.79418886;50.85511033;61.47482787;61.06570082;35.04688788;60.05073323;27.77384878;21.89853461;37.19949421;41.41401081;21.69565963;57.84689958;41.06646017;51.52522104;36.63421739;53.49166751;23.86039373;29.36529411;68.38459175;27.90820115;32.58370638;41.51197483;38.66382898;68.94137281;85.84509391;37.98158203;41.52967941;59.81143177;32.61143903;31.05146846;27.15587059;54.65294718;37.92503192;57.50839749;51.62938976;53.96115282;135.5895655;56.2673854;135.7047696
"""Mib1;AK079855""";0.890054559;0.907701172;0.982141761;0.867239647;0.782569135;0.0;0.713720368;0.514241771;0.726210173;0.585596229;0.0;0.845560414;0.0;0.0;0.0;0.785156356;0.705224715;0.601289871;0.557247371;0.701255238;0.451419056;1.419375363;1.48866585;1.588307578;1.465208993;1.297998982;1.345109231;1.185443543;1.000965872;1.02156726;0.0;0.625381344;1.503138283;1.489078615;1.4988025;1.671275148;1.317905263;1.450251228;1.130858828;0.0;0.836454371;0.436727069;0.278790148;0.0;0.0;0.194277388;0.168433536;0.0;0.33198371;0.300355957;0.602864754;0.64352856;0.0;0.0;0.0;0.0;0.0;0.133079896;0.36571493;0.269276785;0.491494736;0.643716528;0.772019744;0.0;0.0;0.0;0.292002797;0.309191998;0.551138926;0.358082948;0.657837797;0.765151658;0.0;1.118934386;0.0;0.0;0.273365165;0.318106409;0.561261871;0.485340692;0.573275204;0.0;0.991241111;1.308532991;0.0;0.0;0.0;0.0
"""Tecr""";107.661636;111.7755278;85.97928785;98.78707101;81.28403416;92.34904506;74.96144484;88.37184584;84.8710067;80.42843397;84.0468974;99.3352976;103.4306525;102.9171614;98.71201628;98.26658384;86.713955;81.74302631;91.36189839;100.2513283;101.5372849;93.83320085;81.21351312;72.08822873;49.47382192;55.9189808;60.49347765;66.85831167;57.54288543;67.53539648;69.51737465;55.1138624;67.57970431;67.95921713;85.1302519;67.9931638;80.89613035;77.06639782;76.74651151;78.95680703;73.52786163;77.39173938;14.19355071;4.859396531;16.2776982;33.02117383;18.74939239;14.82441868;18.35624067;16.12251157;20.13106992;17.98018401;18.66758336;17.37039123;25.28153941;15.67741103;20.62775414;14.33110206;20.51156685;18.64014527;24.24695467;43.0784351;23.36626521;15.66455647;12.26173682;10.48427716;8.079772566;10.06689622;10.71137472;12.62366405;21.50482511;11.17161853;8.928501427;13.43726619;11.27223213;9.694560427;8.198957971;10.92712463;10.80285447;14.16811957;17.03903249;26.41575709;9.245792024;15.89178848;216.3738175;245.9959713;155.6737864;243.7945588
"""Scin""";0.0;0.0;2.754635242;2.856008041;3.029639186;3.347073349;2.531510473;3.291430641;2.254880959;2.409468078;2.656763539;3.549517194;2.633603695;2.093446264;2.766776035;2.809051246;0.0;2.54746736;2.312004277;2.238553565;2.140324035;2.75831452;2.868831343;4.236608815;0.0;3.147796038;3.215518956;1.518573;3.207131066;2.857592276;2.431265035;3.359294542;3.433505023;0.0;3.150066656;2.884648202;2.662611656;3.126109497;2.7222502;0.0;0.0;0.0;0.0;0.0;0.0;0.682031771;0.0;0.294620362;1.12806964;0.407710733;1.464034168;1.075461348;1.235396761;0.0;0.883739494;1.327777033;0.379717938;0.301668277;0.0;0.655778923;0.810202292;0.832501625;1.233737571;0.960915183;1.279177522;0.0;0.0;1.638986188;1.281658909;1.30222534;0.971478783;0.791686812;2.212868004;1.707932661;1.805669934;0.0;2.105744794;1.525858705;1.623793367;0.732489233;0.856637014;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"""Irf2bp2""";12.03516384;12.32110549;14.38191169;11.68955569;10.04928419;10.05323665;9.555425229;8.919889163;7.496191531;7.278530802;4.025941364;11.82757634;11.42392318;12.04361287;10.98015952;10.78601751;12.49475241;9.494472533;8.451415305;6.944108667;5.74575765;12.82600898;13.28493331;13.94762746;12.66889374;11.53052835;11.29814096;10.63518931;10.11489937;8.414457272;7.008212789;4.388504343;13.07851919;13.02523307;12.23262929;11.53477833;12.05582152;10.51381281;12.14510852;8.946532275;6.86587443;4.108547632;4.578051172;2.074483813;2.768657496;2.122060043;3.251532903;3.418896411;4.813875969;4.392480539;6.995268578;6.518874269;6.921025684;5.458046514;2.484064787;1.898551178;3.395999181;3.351389017;2.512098199;2.042129828;3.158583443;4.800109131;12.76551786;2.756944491;1.448824334;3.134979088;2.164831218;2.20142536;3.599052192;4.221635652;4.627626845;5.133878054;6.76142434;10.39286534;1.114787614;1.297088668;1.438134049;2.985552776;1.791039081;5.690418654;2.87161607;4.277109269;4.18913828;6.636724615;53.13873779;18.48168236;20.92339091;32.73642512
"""Fam40a""";5.11215864;4.828913441;3.576611169;3.71102132;4.250409804;4.689879533;3.897318083;4.38350767;4.029970228;4.020994444;3.88723239;4.473064823;4.72956859;5.057083587;4.209956408;3.910359211;3.939186311;4.227374926;4.696354387;4.385983398;3.54238902;4.960074356;5.538431584;4.938452092;5.246982935;5.459792982;4.991736633;5.511365688;5.231460528;4.80626445;3.780076259;4.039941916;4.85184176;5.349750911;5.20271978;5.22012148;4.339971698;4.934590675;4.677767498;4.866623119;5.15812366;4.413544523;2.254486254;0.28880833;0.178270607;0.301856916;1.223897289;1.428686872;1.925158812;2.72865133;1.53964816;2.668390339;2.189407733;2.291609915;2.118395121;0.96744574;0.287760866;0.891174761;1.311183319;4.117538641;2.947609913;3.498473724;3.777234159;1.123704957;0.707925165;0.232268649;0.482194773;0.312240699;2.438507262;0.0;1.35319361;0.494040829;1.037140084;1.870654168;0.243731539;0.267846799;1.594166085;2.133781344;1.230105044;2.108595448;1.71535288;0.71384533;1.609561575;2.856578942;116.6649349;16.69096243;3.262107334;2.856460037
"""Plcl2""";0.0;0.0;3.082721548;2.557501895;2.530529834;3.017389515;1.605215322;0.0;1.626873799;2.164037439;1.266458517;0.0;2.859001811;2.670536789;2.61347842;2.175612846;2.253160229;2.346256737;3.016151017;2.733960643;2.079940223;0.0;6.893325551;0.0;4.617600225;5.716196382;4.378231967;3.994763285;0.0;0.0;3.836263844;1.340110628;3.966040473;3.262159853;4.444493716;4.63894116;4.158800497;4.254552393;3.957609154;4.811241771;4.975647286;0.0;0.0;0.0;0.0;0.0;0.441272366;0.331331436;0.24365106;0.0;0.535621685;0.417343407;0.40399816;0.0;0.257105477;0.194769861;0.0;0.326986622;0.319343651;0.431199358;0.46663693;1.174086672;1.679891672;0.0;1.313159591;0.0;0.810237899;0.693651424;0.777706879;1.194973842;0.0;0.0;1.36213094;0.378776724;0.630834997;0.710892373;0.425181721;0.790228554;0.774398865;0.774546287;0.848197691;1.269808109;1.545701415;0.0;0.0;0.0;0.0;0.0
"""Gpd1l""";54.00357846;46.63240943;51.36608061;51.648076;49.62451145;50.58217578;52.01721526;51.89806152;48.93297739;46.4986224;37.5995912;46.81574709;47.28914866;52.18737792;47.35741247;48.1579312;48.74480002;50.25632907;49.04853618;46.04305336;39.7875445;62.81808796;66.92359904;60.59401822;65.61263117;68.92846964;59.50337713;58.63946446;64.5716009;56.311618;56.54154839;48.20308209;62.41208074;68.46099268;65.38294336;63.04544954;57.28372933;55.95438802;68.72920062;57.40772353;60.57219019;47.50681569;7.791732825;4.127713529;5.990057319;7.134563321;14.8075434;8.074282499;10.67623598;8.867956599;7.649805193;7.817761906;13.12006978;6.234131103;4.64751197;5.093412301;9.417377923;8.948627782;8.495205044;7.727382194;8.768944943;6.189165196;7.901096538;7.417977295;11.30444682;11.75346605;11.54130626;11.06415059;11.4756513;8.489929718;7.909730962;7.298202512;8.618063734;11.53419162;14.01182709;7.3565074;6.656815013;15.73469438;13.0209395;4.623123789;8.963537701;8.170277212;5.750070184;7.958812626;67.72051377;83.43211349;44.98506382;61.79973268
"""Cox5a""";1627.561741;1776.204964;1618.939274;1995.091874;1881.269591;1891.681055;1991.444821;2103.932814;1917.573009;2015.733075;2271.87363;1899.559671;1726.603229;1690.454955;2038.188858;1787.359805;1725.662892;1941.451925;1629.223915;1472.722959;1485.991215;1826.77886;2087.888771;2041.949472;1910.299247;2245.899189;2056.855744;2144.500341;2218.474593;2175.036449;2453.398042;2701.949156;2170.068073;2018.795673;1997.204733;2164.905214;2414.298625;2235.793865;2199.922929;1776.306489;1962.231154;1603.948685;137.7325565;151.9707581;134.522269;148.5126155;147.0822087;189.6742666;185.0030086;202.2950067;231.6589814;265.7946477;434.7536054;142.6452231;131.9993742;118.1162734;171.7282962;200.5842975;200.595941;226.2227406;181.0628987;201.5178644;382.8407846;128.9295268;198.8186217;200.0309797;216.1227263;225.7098612;220.2152844;212.7996149;240.3469966;183.8022782;268.0029092;499.9465615;191.6164695;184.8625693;179.4880679;208.4073674;167.90509;121.0784685;221.7960012;152.0006322;286.5390352;429.0434267;621.6027305;831.0195079;323.8001571;633.3150419
"""Lrpap1""";282.2295232;287.4902691;286.7511015;295.1400813;301.1853909;302.4337612;295.1114081;290.1185061;283.301062;265.9515042;258.415285;344.851658;321.6407074;301.587339;295.0292808;277.637941;286.6542391;267.4723627;244.4373085;230.067097;209.237444;205.6383799;228.7321693;206.5914671;237.2744969;241.7386435;210.5746203;219.5699362;204.5041593;217.8080594;186.2804213;196.2240547;253.2152723;242.0585237;208.5584292;200.4829027;216.5680942;197.8711114;189.5131858;164.0876723;149.8593889;141.6635815;39.53111791;42.12229529;51.1415552;40.09676838;49.46115678;54.38088201;59.57970911;58.70941015;80.94164952;90.71353346;172.928304;58.19091478;63.02743083;48.76721742;51.04765058;61.22045827;50.89138795;58.63046781;84.09378349;107.241155;240.6454321;23.28581773;32.3032891;45.28852248;34.88314152;43.12007236;42.08487755;45.50598339;35.42444644;57.84686018;64.940162;131.6854955;37.4026101;44.72683754;33.20192187;38.8473125;36.50467384;42.37342406;33.09892559;51.42987431;65.22688019;161.3383913;208.178273;163.7441895;702.8993483;488.7957304
"""Pdia4""";803.1782084;859.3776005;850.3934195;881.400287;883.7067671;879.5494562;870.9748214;880.9973428;834.5403474;812.9747197;808.8445076;1019.831635;961.3479204;857.2862849;877.4263062;832.1959108;869.1870065;807.6571862;751.3362526;707.9214147;641.8277733;774.8418209;862.4800032;817.0263715;865.5784654;908.9805093;858.656279;888.6488362;852.8488067;872.7992545;798.3016509;845.6607833;1032.865279;960.754276;842.9119978;830.5857021;876.1235302;832.8395462;782.8761;696.9789232;684.9031853;614.2852531;88.06506625;64.12728389;93.7059832;95.88741609;85.39398264;102.8511073;87.03524825;93.14616488;85.18844656;92.25227806;133.28479;76.95691685;75.38893218;103.2593007;106.1355085;85.43578026;84.14083565;72.57690019;98.51725817;88.42444111;141.2606268;63.93092403;85.98022067;89.9023275;112.5570818;80.96087049;87.62624205;82.11151221;83.75635997;95.03014738;86.57205204;150.273411;92.93750303;92.19605717;109.8733495;78.52950558;86.81279338;75.11831849;68.25136037;80.55487463;52.38630792;124.6429849;652.4969297;595.7785864;1020.436127;1010.028975
